Word,Frequency,Frequency (%)
debts183,1,0.00
debts,1,0.00
deepened454,1,0.00
dean,1,0.00
dealt,1,0.00
dead,1,0.00
ddt565,1,0.00
ddt,1,0.00
daydream,1,0.00
davydova,1,0.00
davies,1,0.00
daughter,1,0.00
dating,1,0.00
dated,1,0.00
databases,1,0.00
delegitimation,1,0.00
denny,1,0.00
dennis,1,0.00
denmarknorway,1,0.00
denisovaschmidt,1,0.00
denisov,1,0.00
demoscope,1,0.00
demonyms,1,0.00
democratization,1,0.00
democratise,1,0.00
democratically,1,0.00
demand,1,0.00
deliberately,1,0.00
darra,1,0.00
delegation,1,0.00
delegates,1,0.00
delay,1,0.00
degree,1,0.00
definitions,1,0.00
deficits,1,0.00
defiant,1,0.00
defeats,1,0.00
default,1,0.00
deepseated,1,0.00
deepest,1,0.00
crust,1,0.00
cup640,1,0.00
cumins,1,0.00
cumans,1,0.00
culturally,1,0.00
culturae,1,0.00
cult,1,0.00
cuisines,1,0.00
cuban,1,0.00
cuba156,1,0.00
csto274,1,0.00
csto,1,0.00
csen,1,0.00
cup641,1,0.00
crushing,1,0.00
crusaders,1,0.00
cruises,1,0.00
crowned,1,0.00
crown,1,0.00
crossing,1,0.00
cross,1,0.00
cropland396,1,0.00
crony,1,0.00
criticism,1,0.00
critic,1,0.00
crisscrossing,1,0.00
dahlburg,1,0.00
daria,1,0.00
dared,1,0.00
danilovdanilyan,1,0.00
danielle,1,0.00
daniel,1,0.00
dancing649,1,0.00
dances558,1,0.00
dan,1,0.00
dambach,1,0.00
damage,1,0.00
daley,1,0.00
dahlkvist,1,0.00
denoted,1,0.00
daedalus,1,0.00
dads,1,0.00
cynthia,1,0.00
cyclostomata,1,0.00
cyberwarfare,1,0.00
cuts,1,0.00
cut,1,0.00
customer,1,0.00
curtail,1,0.00
curlie,1,0.00
curbed,1,0.00
disintegrated,1,0.00
district,1,0.00
distress,1,0.00
distinguished,1,0.00
distinct,1,0.00
dissolving,1,0.00
dissolved,1,0.00
dissidents,1,0.00
disrupted,1,0.00
dispute,1,0.00
disparity,1,0.00
disorganisation,1,0.00
disintegration,1,0.00
distrust,1,0.00
dishes608,1,0.00
dishes,1,0.00
diseases503,1,0.00
discussions,1,0.00
discover,1,0.00
disclaimers,1,0.00
disappearances,1,0.00
disambiguation,1,0.00
dirty,1,0.00
directors625626,1,0.00
director,1,0.00
directly,1,0.00
doi101016jpostcomstud201501005,1,0.00
doi101017slr201813,1,0.00
doi101017s153759270505005x,1,0.00
doi101017s0960777309005074,1,0.00
doi101017s0034670500043965,1,0.00
doi101017s0020818300004859,1,0.00
doi101017nps201914,1,0.00
doi101017cbo9780511524028002,1,0.00
doi101016s0140673619322652,1,0.00
doi101016jygeno201903007,1,0.00
doi101016jquaint201510032,1,0.00
doi101016jproeng201707095,1,0.00
doi101016jpostcomstud201512002,1,0.00
diplomat,1,0.00
doi101016jpostcomstud201212010,1,0.00
doi101016jmayocp201111003,1,0.00
doi101016jjhevol201811012,1,0.00
doi101007bf00717701,1,0.00
doesnt,1,0.00
doctorow,1,0.00
dmitriyevich,1,0.00
dmitri,1,0.00
dixon,1,0.00
diverse464,1,0.00
divas,1,0.00
description,1,0.00
developed510,1,0.00
develop,1,0.00
devastation,1,0.00
devaluing,1,0.00
details,1,0.00
detail,1,0.00
destiny,1,0.00
destination,1,0.00
destabilisation,1,0.00
designs,1,0.00
designation,1,0.00
deserts,1,0.00
developers,1,0.00
descentof,1,0.00
derzhavin,1,0.00
derouen,1,0.00
deputies,1,0.00
deportations,1,0.00
depopulating,1,0.00
deployment,1,0.00
depicted,1,0.00
depends,1,0.00
dependency,1,0.00
departments,1,0.00
dictator,1,0.00
dioxide239240,1,0.00
diodes413,1,0.00
dinnis,1,0.00
dimensions,1,0.00
dilemmas,1,0.00
digitalization,1,0.00
digital,1,0.00
digging,1,0.00
differ,1,0.00
did,1,0.00
dictatorship891011,1,0.00
dictatorship8257,1,0.00
crisis77,1,0.00
dickinson,1,0.00
diaspora,1,0.00
dianina,1,0.00
dialogue,1,0.00
dialectical,1,0.00
dhabi,1,0.00
dezhnyov,1,0.00
devise,1,0.00
developments,1,0.00
development470,1,0.00
developing,1,0.00
condemn,1,0.00
connecting,1,0.00
conjuncture,1,0.00
configuration,1,0.00
conferences,1,0.00
conference149,1,0.00
conference,1,0.00
confederation,1,0.00
confederacy,1,0.00
conducting,1,0.00
conditioning416,1,0.00
condition,1,0.00
condemnation201,1,0.00
connivance,1,0.00
concluded,1,0.00
concise,1,0.00
concerned,1,0.00
concept,1,0.00
concentrated,1,0.00
concede,1,0.00
conant,1,0.00
comprise,1,0.00
comprehensive,1,0.00
compositions,1,0.00
composer,1,0.00
composed571,1,0.00
consolidate,1,0.00
constructivism,1,0.00
construct,1,0.00
constraints,1,0.00
constitutions,1,0.00
constitutionally,1,0.00
constitution488,1,0.00
constituted,1,0.00
constitute,1,0.00
constantine,1,0.00
constantin,1,0.00
constant,1,0.00
consolidated,1,0.00
complex,1,0.00
consisted,1,0.00
considerably,1,0.00
considerable,1,0.00
conserved,1,0.00
conservative,1,0.00
conservation,1,0.00
consequent,1,0.00
consequences,1,0.00
consequence,1,0.00
conscience,1,0.00
conquests,1,0.00
collectivisation,1,0.00
comedy,1,0.00
comedies,1,0.00
come,1,0.00
combined,1,0.00
columbia,1,0.00
colton,1,0.00
colorado,1,0.00
colonise,1,0.00
colonies50,1,0.00
colonies,1,0.00
colluded,1,0.00
collegejewish,1,0.00
coming,1,0.00
collectively,1,0.00
collection,1,0.00
collected,1,0.00
collapsing,1,0.00
collapsed,1,0.00
coldest,1,0.00
colder,1,0.00
coinventors,1,0.00
coincided,1,0.00
cohesion,1,0.00
cofounded,1,0.00
coexisting,1,0.00
companion,1,0.00
completely,1,0.00
competitive488,1,0.00
competitions642,1,0.00
competitions,1,0.00
competition,1,0.00
competence,1,0.00
competed,1,0.00
compete,1,0.00
compensate,1,0.00
compendium,1,0.00
comparisons,1,0.00
comparable,1,0.00
constructivism556,1,0.00
companies,1,0.00
community,1,0.00
communists,1,0.00
communistled,1,0.00
communalism,1,0.00
commonused,1,0.00
commonly,1,0.00
committee107,1,0.00
commemorating,1,0.00
commemorate,1,0.00
commanderinchief,1,0.00
countriesc,1,0.00
course,1,0.00
coupled,1,0.00
coup,1,0.00
countrywide,1,0.00
country520521,1,0.00
country507,1,0.00
country505,1,0.00
country483,1,0.00
country467468,1,0.00
country163,1,0.00
countriesobserver,1,0.00
countriesnortheast,1,0.00
courses,1,0.00
countriesbrics,1,0.00
countries357,1,0.00
countries331,1,0.00
countries10,1,0.00
counterterrorism,1,0.00
counterparts,1,0.00
counteroffensives205,1,0.00
counterinsurgency,1,0.00
counter,1,0.00
count,1,0.00
council247,1,0.00
council14427,1,0.00
crazy,1,0.00
crisis449,1,0.00
crisis213,1,0.00
crisis164,1,0.00
crises,1,0.00
criminality,1,0.00
crimea85,1,0.00
crimea4,1,0.00
crew,1,0.00
crestwood,1,0.00
creativity,1,0.00
creative,1,0.00
creates,1,0.00
could,1,0.00
crash,1,0.00
crannyevans,1,0.00
cranes,1,0.00
cranbury,1,0.00
craig,1,0.00
cracks,1,0.00
crackdowns,1,0.00
covid19,1,0.00
covers,1,0.00
covering,1,0.00
courts,1,0.00
continue,1,0.00
convention,1,0.00
controversial,1,0.00
controls,1,0.00
controlled,1,0.00
contributor,1,0.00
contribution,1,0.00
contributing,1,0.00
contributes,1,0.00
contributed,1,0.00
contractor,1,0.00
contract,1,0.00
continuing,1,0.00
conventional,1,0.00
continentsf,1,0.00
continents,1,0.00
continental,1,0.00
continent231,1,0.00
context,1,0.00
contents,1,0.00
content,1,0.00
contenders,1,0.00
contact,1,0.00
consumption615,1,0.00
consumer,1,0.00
coronavirus,1,0.00
costs,1,0.00
costly,1,0.00
cossacks78,1,0.00
cosmopolitan,1,0.00
cosmonauts,1,0.00
cosmonaut,1,0.00
corruptions,1,0.00
corruption176,1,0.00
corresponding,1,0.00
corps,1,0.00
corporation,1,0.00
corporate,1,0.00
doi10103835006625,1,0.00
corn,1,0.00
core,1,0.00
cordial,1,0.00
coordinates,1,0.00
cooking,1,0.00
cookie,1,0.00
cookbook,1,0.00
convincingly,1,0.00
convicts,1,0.00
converts,1,0.00
convergence,1,0.00
emerged169,1,0.00
ending,1,0.00
endemism238241,1,0.00
endemism,1,0.00
endeavors,1,0.00
endangered471472,1,0.00
endangered,1,0.00
enacted,1,0.00
enact,1,0.00
empires,1,0.00
emissions,1,0.00
emirates385386387388389,1,0.00
emily,1,0.00
enemies,1,0.00
embassies270,1,0.00
elvira,1,0.00
elsewhere,1,0.00
ellyatt,1,0.00
ellon,1,0.00
ellman,1,0.00
ellie,1,0.00
elizabeths,1,0.00
elites,1,0.00
elina,1,0.00
eliminated,1,0.00
elie,1,0.00
enumerating,1,0.00
erectus,1,0.00
era586,1,0.00
era279,1,0.00
equipment301,1,0.00
equipment,1,0.00
epileptic,1,0.00
epidemics,1,0.00
epics,1,0.00
epic,1,0.00
envoy,1,0.00
environmental,1,0.00
environment,1,0.00
elibrary,1,0.00
entire,1,0.00
enterprises,1,0.00
enjoy261,1,0.00
enigma,1,0.00
engulf,1,0.00
england,1,0.00
engineering,1,0.00
engelbrekt,1,0.00
enforcement336,1,0.00
enforced,1,0.00
enforce,1,0.00
economically118failed,1,0.00
edison,1,0.00
edinburgh,1,0.00
edge,1,0.00
ecosystem,1,0.00
ecoregions,1,0.00
economy364,1,0.00
economy333,1,0.00
economy159,1,0.00
economists,1,0.00
economies356,1,0.00
economies347,1,0.00
economies,1,0.00
edit,1,0.00
economically,1,0.00
ecological,1,0.00
echo,1,0.00
eastwest,1,0.00
east291,1,0.00
easily,1,0.00
easement,1,0.00
earthorbiting,1,0.00
earned,1,0.00
earlier,1,0.00
eall,1,0.00
eaeueeu,1,0.00
eighteenth,1,0.00
elhassan,1,0.00
elements,1,0.00
electronics,1,0.00
electrical,1,0.00
electoral,1,0.00
elections308,1,0.00
election188,1,0.00
elbrus,1,0.00
ekaterina,1,0.00
either,1,0.00
eightpublic,1,0.00
eighthlargest,1,0.00
erik,1,0.00
ehess,1,0.00
eggen,1,0.00
effects,1,0.00
effect,1,0.00
eeu,1,0.00
education487,1,0.00
education339,1,0.00
educated,1,0.00
editorial,1,0.00
editing,1,0.00
edited,1,0.00
existence514,1,0.00
experts,1,0.00
experience,1,0.00
expensive,1,0.00
expelled,1,0.00
expeditions,1,0.00
expectancy,1,0.00
expatica,1,0.00
expanse,1,0.00
expand632,1,0.00
expand,1,0.00
exodus,1,0.00
exiting,1,0.00
exploration517518,1,0.00
existed,1,0.00
exile,1,0.00
executions,1,0.00
exclusively,1,0.00
excluded,1,0.00
excessive,1,0.00
excess,1,0.00
except,1,0.00
excelled,1,0.00
exceeds,1,0.00
exceeded,1,0.00
examples,1,0.00
extraction,1,0.00
fair,1,0.00
failed,1,0.00
fagan,1,0.00
factors,1,0.00
facto,1,0.00
factions,1,0.00
facilitate,1,0.00
faces,1,0.00
fabulist,1,0.00
f226,1,0.00
extremists,1,0.00
extremist,1,0.00
examining,1,0.00
extent,1,0.00
extends,1,0.00
extendedprotected,1,0.00
extended,1,0.00
extend,1,0.00
exposes,1,0.00
exporters,1,0.00
exporter379380,1,0.00
exporter377,1,0.00
exported,1,0.00
export,1,0.00
estonia209,1,0.00
eurasia221222,1,0.00
eugene,1,0.00
ethnoreligious,1,0.00
ethnopolitics,1,0.00
ethnolinguistically,1,0.00
ethnographic,1,0.00
ethnofederal,1,0.00
ethnicity2829,1,0.00
ethnicity,1,0.00
ethanol,1,0.00
eternal,1,0.00
estonian,1,0.00
eurasia4243,1,0.00
estimating,1,0.00
estimates,1,0.00
esthus,1,0.00
essays,1,0.00
esoteric,1,0.00
eschenburg,1,0.00
escaped,1,0.00
escamilla,1,0.00
erosion,1,0.00
ernst,1,0.00
ermaks,1,0.00
europecountries,1,0.00
examination,1,0.00
exacerbated,1,0.00
evolved,1,0.00
evolutionary,1,0.00
evokes,1,0.00
evidence,1,0.00
evgeny,1,0.00
everyone,1,0.00
every,1,0.00
eventual,1,0.00
event529,1,0.00
evansromaine,1,0.00
eaeu273,1,0.00
europeaccount,1,0.00
europe94,1,0.00
europe84,1,0.00
europe619,1,0.00
europe398,1,0.00
europe376,1,0.00
europe223,1,0.00
europe216,1,0.00
europe1991,1,0.00
europe10,1,0.00
euroleague,1,0.00
doi101163187633106x00186,1,0.00
doi1011770967010602033001006,1,0.00
doi101177030631278101100201,1,0.00
doi101177002200949703200303,1,0.00
doi101177002200948802300207,1,0.00
doi101177002200948702200203,1,0.00
doi1011770022009403038001961,1,0.00
doi101177000271623920300106,1,0.00
doi1011751520046919710280263slovot20co2,1,0.00
doi1011631876332404602003,1,0.00
doi101163187633186x00016,1,0.00
doi1011631876331604304009,1,0.00
doi1011631876331604301004,1,0.00
doi101179sic200954112,1,0.00
doi10116315730352bja10003,1,0.00
doi1011631571811031310738,1,0.00
doi1011610connections14408,1,0.00
doi1011610connections14201,1,0.00
doi101159000443331,1,0.00
doi101146annurevlinguist030514124812,1,0.00
doi101136jech2020213885,1,0.00
doi101126scienceaao1807,1,0.00
doi101126science3426157409,1,0.00
doi101111j17438594200600023x,1,0.00
doi101111j15405893200800333x,1,0.00
doi101111j14682346201201053x,1,0.00
doi101525curh1960382211,1,0.00
doi102307125859,1,0.00
doi102307125254,1,0.00
doi102307125154,1,0.00
doi1023071174124,1,0.00
doi102139ssrn1333553,1,0.00
doi1021273hortsci506772,1,0.00
doi10184492022c30,1,0.00
doi1018111wtobarometereng,1,0.00
doi101787d8b068b4en,1,0.00
doi1017870b8f90e9en,1,0.00
doi10171041611894420154458,1,0.00
doi101558jsrnc39114,1,0.00
doi101098rsbm19770004,1,0.00
doi101525curh193134173,1,0.00
doi101525as201757193,1,0.00
doi101353not20020113,1,0.00
doi101353nlh19980040,1,0.00
doi101353jwh20130031,1,0.00
doi101353jhi20150028,1,0.00
doi1012797politeja12201531209,1,0.00
doi1012570895330053147994,1,0.00
doi1012570895330053147949,1,0.00
doi1011910968344503wh260oa,1,0.00
doi101186s12889020084644,1,0.00
doi101038sdata2018214,1,0.00
doi101080014346322010536237,1,0.00
doi101080009059922014998043,1,0.00
doi101080002108622012758502,1,0.00
doi10108000085006200311092333,1,0.00
doi10108000085006198411091776,1,0.00
doi10108000085006198011091635,1,0.00
doi101080000456082010534713,1,0.00
doi10108000029890200911920920,1,0.00
doi101057s41311021002855,1,0.00
doi101057pol200918,1,0.00
doi101057jird20087,1,0.00
doi101051shsconf202111005011,1,0.00
doi10108001436599714911,1,0.00
doi101038scientificamerican089772,1,0.00
doi101038s41598021921529,1,0.00
doi101038s415860180870z,1,0.00
doi101038s41467020194933,1,0.00
doi101038s41467018074835,1,0.00
doi101038nphoton200734,1,0.00
doi101038nature14317,1,0.00
doi101038nature13810,1,0.00
doi101038ejhg2017117,1,0.00
doi101038d41586018060040,1,0.00
doi10103835092552,1,0.00
doi101086244076,1,0.00
doi101098rsbm19360001,1,0.00
doi101093wbro13137,1,0.00
doi101093publiuspjl004,1,0.00
doi101093past1291168,1,0.00
doi101093oxartj12114,1,0.00
doi101093mqxiii129,1,0.00
doi101093mll1153,1,0.00
doi101093jdh102177,1,0.00
doi101093jaarellxii3747,1,0.00
doi101093alcalc346824,1,0.00
doi101086649363,1,0.00
doi101086418982,1,0.00
doi102307125968,1,0.00
doi1010801462352820201834741,1,0.00
doi10108009668139808412522,1,0.00
doi10108009668139708412462,1,0.00
doi10108009668139408412190,1,0.00
doi10108009668130903506847,1,0.00
doi1010800966813052000314101,1,0.00
doi10108009668130500401715,1,0.00
doi10108008911916200011644017,1,0.00
doi1010800707533220099641172,1,0.00
doi1010800707533219949640668,1,0.00
doi1010800707533219899640530,1,0.00
don,1,0.00
dramatist579,1,0.00
drama573,1,0.00
drainage,1,0.00
drain,1,0.00
drafted,1,0.00
dpo,1,0.00
down,1,0.00
dowling,1,0.00
doubled,1,0.00
dostoevskii,1,0.00
doping,1,0.00
donbas,1,0.00
dream,1,0.00
dominion,1,0.00
domination,1,0.00
domes,1,0.00
dome,1,0.00
domain,1,0.00
dolls,1,0.00
doi107592fejf201562kharitonova,1,0.00
doi105840raven2012197,1,0.00
doi105840monist192737121,1,0.00
doi105699slaveasteurorev29720227,1,0.00
doi1055540003117232944,1,0.00
doi105129001041518822704872,1,0.00
du,1,0.00
eadaoin,1,0.00
eachin,1,0.00
e3,1,0.00
dylan,1,0.00
dwarf,1,0.00
dutkiewicz,1,0.00
durisin,1,0.00
duration,1,0.00
dunning,1,0.00
duma103,1,0.00
dugin,1,0.00
duczko,1,0.00
doi105038194404721221727,1,0.00
dtat,1,0.00
dry,1,0.00
drozdov,1,0.00
drove,1,0.00
drought125,1,0.00
driving,1,0.00
drinks,1,0.00
drinking,1,0.00
drinkers,1,0.00
drews,1,0.00
dreams,1,0.00
doi1023071833615,1,0.00
doi1023072491790,1,0.00
doi1023072137719,1,0.00
doi102307210882,1,0.00
doi102307204825,1,0.00
doi10230720433998,1,0.00
doi10230720040512,1,0.00
doi10230720030251,1,0.00
doi10230720029588,1,0.00
doi1023071945868,1,0.00
doi1023071945179,1,0.00
doi1023071844479,1,0.00
doi1023071836520,1,0.00
doi1023072493225,1,0.00
doi1023071503933,1,0.00
doi1023071478046,1,0.00
doi1023071347433,1,0.00
doi102307129919,1,0.00
doi102307128091,1,0.00
doi102307127973,1,0.00
doi102307127655,1,0.00
doi102307127159,1,0.00
doi102307126692,1,0.00
doi102307126593,1,0.00
doi102307126075,1,0.00
doi1023073020237,1,0.00
doi103390ijerph16101848,1,0.00
doi103366e096813610800037x,1,0.00
doi102861664907,1,0.00
doi102753eee00128775500301,1,0.00
doi102307jctt21h4wkb15,1,0.00
doi102307990455,1,0.00
doi102307987741,1,0.00
doi10230740202977,1,0.00
doi102307377158,1,0.00
doi1023073679044,1,0.00
doi102307309128,1,0.00
doi1023073049132,1,0.00
law341342343,1,0.00
doi1023073000442,1,0.00
doi1023072953371,1,0.00
doi1023072952082,1,0.00
doi10230727757115,1,0.00
doi1023072709278,1,0.00
doi1023072708192,1,0.00
doi1023072644534,1,0.00
doi10230725587683,1,0.00
doi1023072534597,1,0.00
doi1023072534584,1,0.00
doi1023072496635,1,0.00
